Inscrição,Origem,Endereço,Tributo,Ano,Mês,Situação,Valor Atual,Juros,Multa,Total Divida,Vencidas,A Vencer
107.587.0020.001,Imóvel,Rua FLAMBOYANT 0 QD. 02 LT. 07 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2022,01,Dívida Ativa,481.27,96.25,96.25,673.77,1,0
107.587.0020.001,Imóvel,Rua FLAMBOYANT 0 QD. 02 LT. 07 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2016,01,Ajuizada,1410.55,1297.71,282.11,2990.37,1,0
107.587.0020.001,Imóvel,Rua FLAMBOYANT 0 QD. 02 LT. 07 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2016,01,Ajuizada,333.96,307.25,66.79,708.00,1,0
107.587.0020.001,Imóvel,Rua FLAMBOYANT 0 QD. 02 LT. 07 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2017,01,Ajuizada,1410.55,1128.44,282.11,2821.10,1,0
107.587.0020.001,Imóvel,Rua FLAMBOYANT 0 QD. 02 LT. 07 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2017,01,Ajuizada,591.08,472.87,118.22,1182.17,1,0
107.587.0020.001,Imóvel,Rua FLAMBOYANT 0 QD. 02 LT. 07 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2018,01,Ajuizada,528.96,333.24,105.79,967.99,1,0
107.587.0020.001,Imóvel,Rua FLAMBOYANT 0 QD. 02 LT. 07 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2019,01,Ajuizada,1410.55,789.91,282.11,2482.57,1,0
107.587.0020.001,Imóvel,Rua FLAMBOYANT 0 QD. 02 LT. 07 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2019,01,Ajuizada,226.49,126.84,45.3,398.63,1,0
107.587.0020.001,Imóvel,Rua FLAMBOYANT 0 QD. 02 LT. 07 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2020,01,Ajuizada,1410.55,620.64,282.11,2313.30,1,0
107.587.0020.001,Imóvel,Rua FLAMBOYANT 0 QD. 02 LT. 07 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2020,01,Ajuizada,227.59,100.14,45.52,373.25,1,0
107.587.0062.000,Imóvel,Rua FLAMBOYANT         0 QD. 02 LT. 06 RESIDENCIAL PORTAL DO CERRADO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
107.587.0062.000,Imóvel,Rua FLAMBOYANT         0 QD. 02 LT. 06 RESIDENCIAL PORTAL DO CERRADO,ITU,2023,01,Dívida Corrente,1356.88,61.06,159.43,1577.37,8,0
107.587.0062.000,Imóvel,Rua FLAMBOYANT         0 QD. 02 LT. 06 RESIDENCIAL PORTAL DO CERRADO,CIP - DA,2021,01,Dívida Ativa,29.61,9.18,5.92,44.71,1,0
107.587.0062.000,Imóvel,Rua FLAMBOYANT         0 QD. 02 LT. 06 RESIDENCIAL PORTAL DO CERRADO,ITU - DA,2021,01,Dívida Ativa,1222.4,378.94,244.48,1845.82,1,0
107.587.0062.000,Imóvel,Rua FLAMBOYANT         0 QD. 02 LT. 06 RESIDENCIAL PORTAL DO CERRADO,CIP - DA,2022,01,Dívida Ativa,24.27,4.85,4.85,33.97,1,0
107.587.0062.000,Imóvel,Rua FLAMBOYANT         0 QD. 02 LT. 06 RESIDENCIAL PORTAL DO CERRADO,ITU - DA,2022,01,Dívida Ativa,1356.86,271.37,271.37,1899.60,1,0
107.587.0062.000,Imóvel,Rua FLAMBOYANT         0 QD. 02 LT. 06 RESIDENCIAL PORTAL DO CERRADO,CIP - DA,2020,01,Ajuizada,32.47,14.29,6.49,53.25,1,0
107.587.0062.000,Imóvel,Rua FLAMBOYANT         0 QD. 02 LT. 06 RESIDENCIAL PORTAL DO CERRADO,ITU - DA,2020,01,Ajuizada,1222.41,537.86,244.48,2004.75,1,0
107.588.0234.000,Imóvel,Rua PAINEIRA         0 QD. 03 LT. 15 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,974.68,48.73,128.11,1151.52,7,0
107.588.0234.000,Imóvel,Rua PAINEIRA         0 QD. 03 LT. 15 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,122.5,9.8,24.5,156.80,1,0
107.588.0234.000,Imóvel,Rua PAINEIRA         0 QD. 03 LT. 15 RESIDENCIAL PORTAL DO CERRADO,Parcelam/Div/Aj,2023,08,Dívida Corrente,1926.83,0.0,0.0,1926.83,0,13
107.588.0234.000,Imóvel,Rua PAINEIRA         0 QD. 03 LT. 15 RESIDENCIAL PORTAL DO CERRADO,Parcelamento DA,2023,08,Dívida Corrente,1875.76,0.0,0.0,1875.76,0,13
107.588.0385.000,Imóvel,Rua FLAMBOYANT         0 QD. 03 LT. 22 RESIDENCIAL PORTAL DO CERRADO,Saldo Parc. D.A,2020,02,Dívida Ativa,1220.61,912.28,192.76,2325.65,1,0
107.589.0343.000,Imóvel,Rua AROEIRA         0 QD. 04A LT. 12 RESIDENCIAL PORTAL DO CERRADO,Capinação e Roç,2023,07,Dívida Corrente,254.32,10.17,20.35,284.84,1,0
107.589.0343.000,Imóvel,Rua AROEIRA         0 QD. 04A LT. 12 RESIDENCIAL PORTAL DO CERRADO,Capinação e Roç,2023,02,Dívida Corrente,254.32,17.8,50.86,322.98,1,0
107.589.0412.000,Imóvel,Rua JACARANDA         0 QD. 04A LT. 17 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,664.15,39.85,100.97,804.97,5,0
107.589.0412.000,Imóvel,Rua JACARANDA         0 QD. 04A LT. 17 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,89.25,7.14,17.85,114.24,1,0
107.589.0412.000,Imóvel,Rua JACARANDA         0 QD. 04A LT. 17 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2022,01,Dívida Ativa,664.14,132.83,132.83,929.80,1,0
107.589.0412.000,Imóvel,Rua JACARANDA         0 QD. 04A LT. 17 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2022,01,Dívida Ativa,94.52,18.9,18.9,132.32,1,0
107.589.0460.001,Imóvel,Rua JACARANDA         0 QD. 04A LT. 21 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,368.16,27.62,73.64,469.42,2,0
107.589.0460.001,Imóvel,Rua JACARANDA         0 QD. 04A LT. 21 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,66.97,5.36,13.39,85.72,1,0
107.589.0460.001,Imóvel,Rua JACARANDA         0 QD. 04A LT. 21 RESIDENCIAL PORTAL DO CERRADO,Parcelamento DA,2023,12,Dívida Corrente,836.4,0.0,0.0,836.40,0,6
107.589.0460.001,Imóvel,Rua JACARANDA         0 QD. 04A LT. 21 RESIDENCIAL PORTAL DO CERRADO,Parcelamento DA,2023,12,Dívida Corrente,1146.61,0.0,0.0,1146.61,0,8
107.589.0460.002,Imóvel,Rua JACARANDA         0 QD. 04A LT. 21 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,434.34,30.4,86.88,551.62,3,0
107.589.0460.002,Imóvel,Rua JACARANDA         0 QD. 04A LT. 21 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,86.52,6.92,17.3,110.74,1,0
107.589.0460.002,Imóvel,Rua JACARANDA         0 QD. 04A LT. 21 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2022,01,Dívida Ativa,157.03,29.84,31.41,218.28,1,0
107.589.0472.001,Imóvel,Rua JACARANDA 0 Qd. 04A        Lt.22 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,969.43,48.46,127.42,1145.31,7,0
107.589.0472.001,Imóvel,Rua JACARANDA 0 Qd. 04A        Lt.22 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,149.69,11.98,29.94,191.61,1,0
107.589.0472.001,Imóvel,Rua JACARANDA 0 Qd. 04A        Lt.22 RESIDENCIAL PORTAL DO CERRADO,Parcelam/Div/Aj,2023,12,Dívida Corrente,1250.78,0.0,0.0,1250.78,0,9
107.589.0472.001,Imóvel,Rua JACARANDA 0 Qd. 04A        Lt.22 RESIDENCIAL PORTAL DO CERRADO,Parcelamento DA,2023,12,Dívida Corrente,2285.47,0.0,0.0,2285.47,0,11
107.590.0107.000,Imóvel,Rua MANGUEIRA         0 Qd. 05         Lt.07 RESIDENCIAL PORTAL DO CERRADO,Parcelamento DA,2023,09,Dívida Parcelada,170.92,0.0,0.0,170.92,0,1
107.590.0267.001,Imóvel,Rua CAJU 0 QD. 05 LT. 18 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2020,01,Dívida Ativa,50.19,22.08,10.04,82.31,1,0
107.590.0305.000,Imóvel,Rua JOAO FLORENTINO       361 Qd. 05 Lt. 19 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2020,01,Dívida Ativa,50.19,22.08,10.04,82.31,1,0
107.591.0107.001,Imóvel,Rua SIBIPIRUNA 0 Qd. 06         Lt.07 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,817.44,44.96,114.45,976.85,6,0
107.591.0107.001,Imóvel,Rua SIBIPIRUNA 0 Qd. 06         Lt.07 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,121.62,9.73,24.32,155.67,1,0
107.591.0107.001,Imóvel,Rua SIBIPIRUNA 0 Qd. 06         Lt.07 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2020,01,Dívida Ativa,393.47,173.13,78.69,645.29,1,0
107.591.0107.001,Imóvel,Rua SIBIPIRUNA 0 Qd. 06         Lt.07 RESIDENCIAL PORTAL DO CERRADO,Saldo Parc. D.A,2020,02,Dívida Ativa,154.91,113.24,23.56,291.71,1,0
107.591.0107.001,Imóvel,Rua SIBIPIRUNA 0 Qd. 06         Lt.07 RESIDENCIAL PORTAL DO CERRADO,Saldo Parc. D.A,2020,02,Dívida Ativa,176.56,113.38,27.88,317.82,1,0
107.591.0107.001,Imóvel,Rua SIBIPIRUNA 0 Qd. 06         Lt.07 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2020,01,Dívida Ativa,60.57,26.65,12.11,99.33,1,0
107.591.0107.001,Imóvel,Rua SIBIPIRUNA 0 Qd. 06         Lt.07 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2021,01,Dívida Ativa,393.47,121.98,78.69,594.14,1,0
107.591.0107.001,Imóvel,Rua SIBIPIRUNA 0 Qd. 06         Lt.07 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2021,01,Dívida Ativa,57.3,17.76,11.46,86.52,1,0
107.591.0107.001,Imóvel,Rua SIBIPIRUNA 0 Qd. 06         Lt.07 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2022,01,Dívida Ativa,817.46,163.49,163.49,1144.44,1,0
107.591.0107.001,Imóvel,Rua SIBIPIRUNA 0 Qd. 06         Lt.07 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2022,01,Dívida Ativa,128.8,25.76,25.76,180.32,1,0
107.591.0143.000,Imóvel,Rua SIBIPIRUNA         0 QD. 06 LT. 10 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,336.12,25.2,67.22,428.54,2,0
107.591.0143.000,Imóvel,Rua SIBIPIRUNA         0 QD. 06 LT. 10 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,42.7,3.42,8.54,54.66,1,0
107.592.0047.000,Imóvel,Rua JACARANDA         0 QD. 07 LT. 02 RESIDENCIAL PORTAL DO CERRADO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
107.592.0047.000,Imóvel,Rua JACARANDA         0 QD. 07 LT. 02 RESIDENCIAL PORTAL DO CERRADO,ITU,2023,01,Dívida Corrente,995.61,49.78,130.87,1176.26,7,0
107.592.0047.000,Imóvel,Rua JACARANDA         0 QD. 07 LT. 02 RESIDENCIAL PORTAL DO CERRADO,CIP - DA,2022,01,Dívida Ativa,24.27,4.85,4.85,33.97,1,0
107.592.0047.000,Imóvel,Rua JACARANDA         0 QD. 07 LT. 02 RESIDENCIAL PORTAL DO CERRADO,ITU - DA,2022,01,Dívida Ativa,995.61,199.12,199.12,1393.85,1,0
107.592.0047.000,Imóvel,Rua JACARANDA         0 QD. 07 LT. 02 RESIDENCIAL PORTAL DO CERRADO,Parcel. D. Corr,2023,12,Dívida Parcelada,5533.53,0.0,0.0,5533.53,0,35
107.592.0047.000,Imóvel,Rua JACARANDA         0 QD. 07 LT. 02 RESIDENCIAL PORTAL DO CERRADO,Parcel. D. Corr,2023,12,Dívida Parcelada,2216.33,0.0,0.0,2216.33,0,15
107.592.0107.001,Imóvel,Rua AROEIRA 0 QD. 07 LT. 07 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,962.71,48.14,126.53,1137.38,7,0
107.592.0107.001,Imóvel,Rua AROEIRA 0 QD. 07 LT. 07 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,142.63,11.41,28.53,182.57,1,0
107.592.0107.001,Imóvel,Rua AROEIRA 0 QD. 07 LT. 07 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2022,01,Dívida Ativa,962.68,192.54,192.54,1347.76,1,0
107.592.0107.001,Imóvel,Rua AROEIRA 0 QD. 07 LT. 07 RESIDENCIAL PORTAL DO CERRADO,Saldo Parc. D.A,2022,04,Dívida Ativa,392.2,112.41,23.38,527.99,1,0
107.592.0107.001,Imóvel,Rua AROEIRA 0 QD. 07 LT. 07 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2022,01,Dívida Ativa,151.04,30.21,30.21,211.46,1,0
107.594.0075.000,Imóvel,Rua SIBIPIRUNA         0 QD. 08 LT. 07 RESIDENCIAL PORTAL DO CERRADO,Parcel. D. Corr,2023,10,Dívida Parcelada,195.09,0.0,0.0,195.09,0,1
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,754.5,45.27,114.68,914.45,5,0
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,131.75,10.54,26.35,168.64,1,0
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2018,01,Dívida Ativa,404.97,275.38,80.99,761.34,1,0
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2018,01,Dívida Ativa,81.76,55.6,16.35,153.71,1,0
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2021,01,Dívida Ativa,404.97,125.54,80.99,611.50,1,0
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2021,01,Dívida Ativa,60.57,18.78,12.11,91.46,1,0
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2022,01,Dívida Ativa,754.51,150.9,150.9,1056.31,1,0
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2022,01,Dívida Ativa,139.52,27.9,27.9,195.32,1,0
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2017,01,Ajuizada,404.98,323.98,81.0,809.96,1,0
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,Saldo Parc. D.A,2017,05,Ajuizada,249.47,222.34,35.59,507.40,1,0
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2017,01,Ajuizada,166.31,133.05,33.26,332.62,1,0
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2019,01,Ajuizada,404.98,226.79,81.0,712.77,1,0
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2019,01,Ajuizada,63.73,35.69,12.75,112.17,1,0
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2020,01,Ajuizada,404.97,178.19,80.99,664.15,1,0
107.594.0087.001,Imóvel,Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2020,01,Ajuizada,64.04,28.18,12.81,105.03,1,0
107.594.0147.000,Imóvel,Rua SIBIPIRUNA         0 QD. 08 LT. 13 RESIDENCIAL PORTAL DO CERRADO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
107.594.0147.000,Imóvel,Rua SIBIPIRUNA         0 QD. 08 LT. 13 RESIDENCIAL PORTAL DO CERRADO,ITU,2023,01,Dívida Corrente,853.38,46.94,119.49,1019.81,6,0
107.594.0183.000,Imóvel,Rua IPE         0 QD. 08 LT. 14 RESIDENCIAL PORTAL DO CERRADO,Capinação e Roç,2023,07,Dívida Corrente,238.0,9.52,19.04,266.56,1,0
107.594.0183.000,Imóvel,Rua IPE         0 QD. 08 LT. 14 RESIDENCIAL PORTAL DO CERRADO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
107.594.0183.000,Imóvel,Rua IPE         0 QD. 08 LT. 14 RESIDENCIAL PORTAL DO CERRADO,ITU,2023,01,Dívida Corrente,1194.72,53.76,140.4,1388.88,8,0
107.594.0183.000,Imóvel,Rua IPE         0 QD. 08 LT. 14 RESIDENCIAL PORTAL DO CERRADO,Saldo Parc. D.A,2023,08,Dívida Corrente,348.11,107.91,69.62,525.64,1,0
107.594.0183.000,Imóvel,Rua IPE         0 QD. 08 LT. 14 RESIDENCIAL PORTAL DO CERRADO,Capin. RoçaD.A,2022,09,Dívida Ativa,224.0,24.64,44.8,293.44,1,0
107.594.0183.000,Imóvel,Rua IPE         0 QD. 08 LT. 14 RESIDENCIAL PORTAL DO CERRADO,CIP - DA,2022,01,Dívida Ativa,24.27,4.85,4.85,33.97,1,0
107.594.0183.000,Imóvel,Rua IPE         0 QD. 08 LT. 14 RESIDENCIAL PORTAL DO CERRADO,ITU - DA,2022,01,Dívida Ativa,1194.73,238.95,238.95,1672.63,1,0
107.594.0198.000,Imóvel,Rua IPE         0 QD. 08 LT. 15 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,682.0,40.92,103.66,826.58,5,0
107.594.0198.000,Imóvel,Rua IPE         0 QD. 08 LT. 15 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,79.17,6.33,15.83,101.33,1,0
107.594.0198.000,Imóvel,Rua IPE         0 QD. 08 LT. 15 RESIDENCIAL PORTAL DO CERRADO,Saldo Parc. D.A,2019,12,Dívida Ativa,196.44,128.2,31.02,355.66,1,0
107.594.0198.000,Imóvel,Rua IPE         0 QD. 08 LT. 15 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2020,01,Dívida Ativa,660.79,290.75,132.16,1083.70,1,0
107.594.0198.000,Imóvel,Rua IPE         0 QD. 08 LT. 15 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2020,01,Dívida Ativa,97.87,43.06,19.57,160.50,1,0
107.594.0329.001,Imóvel,Rua MANGUEIRA 0 QD. 08 LT. 24 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,1118.16,50.32,131.37,1299.85,8,0
107.594.0329.001,Imóvel,Rua MANGUEIRA 0 QD. 08 LT. 24 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,135.79,10.86,27.16,173.81,1,0
107.594.0329.001,Imóvel,Rua MANGUEIRA 0 QD. 08 LT. 24 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2021,01,Dívida Ativa,633.06,196.25,126.61,955.92,1,0
107.594.0329.001,Imóvel,Rua MANGUEIRA 0 QD. 08 LT. 24 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2021,01,Dívida Ativa,92.25,28.6,18.45,139.30,1,0
107.594.0329.001,Imóvel,Rua MANGUEIRA 0 QD. 08 LT. 24 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2022,01,Dívida Ativa,1118.12,223.62,223.62,1565.36,1,0
107.594.0329.001,Imóvel,Rua MANGUEIRA 0 QD. 08 LT. 24 RESIDENCIAL PORTAL DO CERRADO,Saldo Parc. D.A,2022,08,Dívida Ativa,337.57,204.95,57.74,600.26,1,0
107.594.0329.001,Imóvel,Rua MANGUEIRA 0 QD. 08 LT. 24 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2022,01,Dívida Ativa,143.8,28.76,28.76,201.32,1,0
107.595.0163.000,Imóvel,Rua MANGUEIRA         0 QD.9A  LT.01 RESIDENCIAL PORTAL DO CERRADO,Capinação e Roç,2023,07,Dívida Corrente,204.0,8.16,16.32,228.48,1,0
107.597.0039.001,Imóvel,Rua SIBIPIRUNA 0 QD. 11 LT. 04 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,703.7,42.22,106.97,852.89,5,0
107.597.0039.001,Imóvel,Rua SIBIPIRUNA 0 QD. 11 LT. 04 RESIDENCIAL PORTAL DO CERRADO,Saldo Parc. D.A,2023,11,Dívida Corrente,2291.6,1073.36,458.31,3823.27,1,0
107.597.0039.001,Imóvel,Rua SIBIPIRUNA 0 QD. 11 LT. 04 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,109.22,8.74,21.84,139.80,1,0
107.597.0039.001,Imóvel,Rua SIBIPIRUNA 0 QD. 11 LT. 04 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2016,01,Dívida Ativa,76.19,70.09,15.24,161.52,1,0
107.597.0063.001,Imóvel,Rua SIBIPIRUNA 0 Qd. 11         Lt.06 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,603.8,39.26,102.65,745.71,4,0
107.597.0063.001,Imóvel,Rua SIBIPIRUNA 0 Qd. 11         Lt.06 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,141.56,11.32,28.31,181.19,1,0
107.597.0063.001,Imóvel,Rua SIBIPIRUNA 0 Qd. 11         Lt.06 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2022,01,Dívida Ativa,603.81,120.76,120.76,845.33,1,0
107.597.0063.001,Imóvel,Rua SIBIPIRUNA 0 Qd. 11         Lt.06 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2022,01,Dívida Ativa,149.91,29.98,29.98,209.87,1,0
107.597.0187.000,Imóvel,Rua LARANJEIRA         0 QD. 11 LT. 15 RESIDENCIAL PORTAL DO CERRADO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
107.597.0187.000,Imóvel,Rua LARANJEIRA         0 QD. 11 LT. 15 RESIDENCIAL PORTAL DO CERRADO,ITU,2023,01,Dívida Corrente,1222.08,55.0,143.59,1420.67,8,0
107.597.0187.000,Imóvel,Rua LARANJEIRA         0 QD. 11 LT. 15 RESIDENCIAL PORTAL DO CERRADO,CIP - DA,2021,01,Dívida Ativa,29.61,9.18,5.92,44.71,1,0
107.597.0187.000,Imóvel,Rua LARANJEIRA         0 QD. 11 LT. 15 RESIDENCIAL PORTAL DO CERRADO,ITU - DA,2021,01,Dívida Ativa,1100.93,341.29,220.19,1662.41,1,0
107.597.0187.000,Imóvel,Rua LARANJEIRA         0 QD. 11 LT. 15 RESIDENCIAL PORTAL DO CERRADO,CIP - DA,2022,01,Dívida Ativa,24.27,4.85,4.85,33.97,1,0
107.597.0187.000,Imóvel,Rua LARANJEIRA         0 QD. 11 LT. 15 RESIDENCIAL PORTAL DO CERRADO,ITU - DA,2022,01,Dívida Ativa,1222.03,244.41,244.41,1710.85,1,0
107.597.0187.000,Imóvel,Rua LARANJEIRA         0 QD. 11 LT. 15 RESIDENCIAL PORTAL DO CERRADO,Saldo Parc. D.A,2022,08,Dívida Ativa,882.91,413.4,151.01,1447.32,1,0
107.597.0187.000,Imóvel,Rua LARANJEIRA         0 QD. 11 LT. 15 RESIDENCIAL PORTAL DO CERRADO,Saldo Parc. D.A,2022,08,Dívida Ativa,1232.22,939.33,191.88,2363.43,1,0
107.597.0267.001,Imóvel,Rua MANGUEIRA 0 QD. 11 LT. 20 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,686.8,41.2,104.39,832.39,5,0
107.597.0267.001,Imóvel,Rua MANGUEIRA 0 QD. 11 LT. 20 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,105.45,8.44,21.09,134.98,1,0
107.597.0267.001,Imóvel,Rua MANGUEIRA 0 QD. 11 LT. 20 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2022,01,Dívida Ativa,686.77,137.35,137.35,961.47,1,0
107.597.0267.001,Imóvel,Rua MANGUEIRA 0 QD. 11 LT. 20 RESIDENCIAL PORTAL DO CERRADO,Saldo Parc. D.A,2022,03,Dívida Ativa,1125.88,584.62,192.56,1903.06,1,0
107.597.0267.001,Imóvel,Rua MANGUEIRA 0 QD. 11 LT. 20 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2022,01,Dívida Ativa,111.67,22.33,22.33,156.33,1,0
107.597.0303.000,Imóvel,Rua MANGUEIRA         0 Qd. 11         Lt.23 RESIDENCIAL PORTAL DO CERRADO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
107.597.0303.000,Imóvel,Rua MANGUEIRA         0 Qd. 11         Lt.23 RESIDENCIAL PORTAL DO CERRADO,ITU,2023,01,Dívida Corrente,640.04,41.6,108.8,790.44,4,0
107.597.0303.000,Imóvel,Rua MANGUEIRA         0 Qd. 11         Lt.23 RESIDENCIAL PORTAL DO CERRADO,CIP - DA,2022,01,Dívida Ativa,24.27,4.85,4.85,33.97,1,0
107.597.0303.000,Imóvel,Rua MANGUEIRA         0 Qd. 11         Lt.23 RESIDENCIAL PORTAL DO CERRADO,ITU - DA,2022,01,Dívida Ativa,640.03,128.01,128.01,896.05,1,0
107.598.0013.000,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 01 RESIDENCIAL PORTAL DO CERRADO,Capinação e Roç,2023,02,Dívida Corrente,204.0,14.28,40.8,259.08,1,0
107.598.0013.000,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 01 RESIDENCIAL PORTAL DO CERRADO,Capinação e Roç,2023,07,Dívida Corrente,204.0,8.16,16.32,228.48,1,0
107.598.0013.000,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 01 RESIDENCIAL PORTAL DO CERRADO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
107.598.0013.000,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 01 RESIDENCIAL PORTAL DO CERRADO,ITU,2023,01,Dívida Corrente,853.38,46.94,119.49,1019.81,6,0
