Inscrição,Quadra,Lote,Origem,Tributo,Ano,Mês,Situação,Valor Atual,Juros,Multa,Total Divida,Vencidas,A Vencer
105.413.0584.000,42,41,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.413.0584.000,42,41,Imóvel,ITU,2024,01,Dívida Corrente,2511.36,0.0,0.0,2511.36,0,8
105.414.0298.000,43,20,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.414.0298.000,43,20,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.414.0298.000,43,20,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.414.0298.000,43,20,Imóvel,ITU - DA,2023,01,Dívida Ativa,1344.08,120.97,268.82,1733.87,1,0
105.415.0094.000,44,08,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.415.0094.000,44,08,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.415.0118.000,44,10,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.415.0118.000,44,10,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.415.0130.000,44,11,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.415.0130.000,44,11,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.415.0142.000,44,12,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.415.0142.000,44,12,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.415.0330.000,44,25,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.415.0330.000,44,25,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.415.0342.000,44,26,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.415.0342.000,44,26,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.415.0354.000,44,27,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.415.0354.000,44,27,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.415.0378.000,44,29,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.415.0378.000,44,29,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.416.0102.000,45,08,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.416.0102.000,45,08,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.416.0114.000,45,09,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.416.0114.000,45,09,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.417.0279.000,46,19,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.417.0279.000,46,19,Imóvel,ITU,2024,01,Dívida Corrente,1344.08,0.0,0.0,1344.08,0,8
105.418.0015.000,47,01,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.418.0015.000,47,01,Imóvel,ITU,2024,01,Dívida Corrente,2352.16,0.0,0.0,2352.16,0,8
105.418.0015.000,47,01,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.418.0015.000,47,01,Imóvel,ITU - DA,2022,01,Dívida Ativa,2352.16,399.87,470.43,3222.46,1,0
105.418.0015.000,47,01,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.418.0015.000,47,01,Imóvel,ITU - DA,2023,01,Dívida Ativa,2352.15,211.69,470.43,3034.27,1,0
105.418.0022.000,47,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.418.0022.000,47,--,Imóvel,ITU,2024,01,Dívida Corrente,1755.04,0.0,0.0,1755.04,0,8
105.419.0010.000,48,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.419.0010.000,48,--,Imóvel,ITU,2024,01,Dívida Corrente,1755.04,0.0,0.0,1755.04,0,8
105.419.0025.000,48,01,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.419.0025.000,48,01,Imóvel,ITU,2024,01,Dívida Corrente,2352.16,0.0,0.0,2352.16,0,8
105.419.0025.000,48,01,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.419.0025.000,48,01,Imóvel,ITU - DA,2022,01,Dívida Ativa,2352.16,399.87,470.43,3222.46,1,0
105.419.0025.000,48,01,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.419.0025.000,48,01,Imóvel,ITU - DA,2023,01,Dívida Ativa,2352.15,211.69,470.43,3034.27,1,0
105.420.0059.000,49,02,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.420.0059.000,49,02,Imóvel,ITU,2024,01,Dívida Corrente,1792.08,0.0,0.0,1792.08,0,8
105.420.0059.000,49,02,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.420.0059.000,49,02,Imóvel,ITU - DA,2023,01,Dívida Ativa,1792.12,161.29,358.42,2311.83,1,0
105.420.0109.000,49,04,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.420.0109.000,49,04,Imóvel,ITU,2024,01,Dívida Corrente,2895.04,0.0,0.0,2895.04,0,8
105.421.0067.000,50,03,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.421.0067.000,50,03,Imóvel,ITU,2024,01,Dívida Corrente,1971.36,0.0,0.0,1971.36,0,8
105.421.0089.000,50,04,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.421.0089.000,50,04,Imóvel,ITU,2024,01,Dívida Corrente,1971.36,0.0,0.0,1971.36,0,8
105.421.0111.000,50,05,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.421.0111.000,50,05,Imóvel,ITU,2024,01,Dívida Corrente,1971.36,0.0,0.0,1971.36,0,8
105.421.0148.000,50,06,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.421.0148.000,50,06,Imóvel,ITU,2024,01,Dívida Corrente,1971.36,0.0,0.0,1971.36,0,8
105.421.0148.000,50,06,Imóvel,ITU - DA,2022,01,Dívida Ativa,246.42,34.5,49.28,330.2,1,0
105.421.0183.000,50,07,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.421.0183.000,50,07,Imóvel,ITU,2024,01,Dívida Corrente,1971.36,0.0,0.0,1971.36,0,8
105.421.0205.000,50,08,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.421.0205.000,50,08,Imóvel,ITU,2024,01,Dívida Corrente,1971.36,0.0,0.0,1971.36,0,8
105.421.0227.000,50,09,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.421.0227.000,50,09,Imóvel,ITU,2024,01,Dívida Corrente,1971.36,0.0,0.0,1971.36,0,8
105.421.0249.000,50,10,Imóvel,Auto Infração,2024,01,Dívida Corrente,445.35,0.0,0.0,445.35,0,1
105.421.0249.000,50,10,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.421.0249.000,50,10,Imóvel,ITU,2024,01,Dívida Corrente,1971.36,0.0,0.0,1971.36,0,8
105.421.0317.000,50,12,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.421.0317.000,50,12,Imóvel,ITU,2024,01,Dívida Corrente,2484.88,0.0,0.0,2484.88,0,8
105.422.0130.000,51,05,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.422.0130.000,51,05,Imóvel,ITU,2024,01,Dívida Corrente,3031.36,0.0,0.0,3031.36,0,8
105.422.0188.000,51,06,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.422.0188.000,51,06,Imóvel,ITU,2024,01,Dívida Corrente,3916.24,0.0,0.0,3916.24,0,8
105.422.0228.000,51,08,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.422.0228.000,51,08,Imóvel,ITU,2024,01,Dívida Corrente,1792.08,0.0,0.0,1792.08,0,8
105.422.0248.000,51,09,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.422.0248.000,51,09,Imóvel,ITU,2024,01,Dívida Corrente,1792.08,0.0,0.0,1792.08,0,8
105.423.0027.000,52,01,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.423.0027.000,52,01,Imóvel,ITU,2024,01,Dívida Corrente,3199.92,0.0,0.0,3199.92,0,8
105.423.0076.000,52,02,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.423.0076.000,52,02,Imóvel,ITU,2024,01,Dívida Corrente,3034.88,0.0,0.0,3034.88,0,8
105.423.0120.000,52,03,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.423.0120.000,52,03,Imóvel,ITU,2024,01,Dívida Corrente,2742.4,0.0,0.0,2742.4,0,8
105.423.0171.000,52,04,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.423.0171.000,52,04,Imóvel,ITU,2024,01,Dívida Corrente,3459.28,0.0,0.0,3459.28,0,8
105.424.0074.000,53,03,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.424.0074.000,53,03,Imóvel,ITU,2024,01,Dívida Corrente,2060.96,0.0,0.0,2060.96,0,8
105.424.0129.000,53,04,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.424.0129.000,53,04,Imóvel,ITU,2024,01,Dívida Corrente,3284.08,0.0,0.0,3284.08,0,8
105.424.0176.000,53,05,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.424.0176.000,53,05,Imóvel,ITU,2024,01,Dívida Corrente,2350.48,0.0,0.0,2350.48,0,8
105.425.0148.000,54,07,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.425.0148.000,54,07,Imóvel,ITU,2024,01,Dívida Corrente,1792.08,0.0,0.0,1792.08,0,8
105.425.0387.000,54,16,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.425.0387.000,54,16,Imóvel,ITU,2024,01,Dívida Corrente,2626.32,0.0,0.0,2626.32,0,8
105.426.0050.000,55,02,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.426.0050.000,55,02,Imóvel,ITU,2024,01,Dívida Corrente,1792.08,0.0,0.0,1792.08,0,8
105.426.0070.000,55,03,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.426.0070.000,55,03,Imóvel,ITU,2024,01,Dívida Corrente,1792.08,0.0,0.0,1792.08,0,8
105.426.0070.000,55,03,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.426.0070.000,55,03,Imóvel,ITU - DA,2023,01,Dívida Ativa,1792.12,161.29,358.42,2311.83,1,0
105.426.0196.000,55,08,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.426.0196.000,55,08,Imóvel,ITU,2024,01,Dívida Corrente,2876.16,0.0,0.0,2876.16,0,8
105.426.0237.000,55,09,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.426.0237.000,55,09,Imóvel,ITU,2024,01,Dívida Corrente,2565.36,0.0,0.0,2565.36,0,8
105.426.0337.000,55,14,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.426.0337.000,55,14,Imóvel,ITU,2024,01,Dívida Corrente,1792.08,0.0,0.0,1792.08,0,8
105.426.0402.000,55,16,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.426.0402.000,55,16,Imóvel,ITU,2024,01,Dívida Corrente,2396.96,0.0,0.0,2396.96,0,8
105.427.0030.000,56,01,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.427.0030.000,56,01,Imóvel,ITU,2024,01,Dívida Corrente,2394.08,0.0,0.0,2394.08,0,8
105.427.0050.000,56,02,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.427.0050.000,56,02,Imóvel,ITU,2024,01,Dívida Corrente,1792.08,0.0,0.0,1792.08,0,8
105.427.0070.000,56,03,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.427.0070.000,56,03,Imóvel,ITU,2024,01,Dívida Corrente,1792.08,0.0,0.0,1792.08,0,8
105.427.0077.000,--,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.427.0077.000,--,--,Imóvel,ITU,2024,01,Dívida Corrente,68436.16,0.0,0.0,68436.16,0,8
105.427.0077.000,--,--,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.427.0077.000,--,--,Imóvel,ITU - DA,2022,01,Dívida Ativa,68436.13,11634.14,13687.23,93757.5,1,0
105.427.0077.000,--,--,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.427.0077.000,--,--,Imóvel,ITU - DA,2023,01,Dívida Ativa,68436.13,6159.25,13687.23,88282.61,1,0
105.427.0090.000,56,04,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.427.0090.000,56,04,Imóvel,ITU,2024,01,Dívida Corrente,1792.08,0.0,0.0,1792.08,0,8
105.427.0150.000,56,07,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.427.0150.000,56,07,Imóvel,ITU,2024,01,Dívida Corrente,1792.08,0.0,0.0,1792.08,0,8
105.427.0205.000,56,08,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.427.0205.000,56,08,Imóvel,ITU,2024,01,Dívida Corrente,3738.48,0.0,0.0,3738.48,0,8
105.427.0254.000,56,09,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.427.0254.000,56,09,Imóvel,ITU,2024,01,Dívida Corrente,3426.64,0.0,0.0,3426.64,0,8
105.427.0334.000,56,13,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.427.0334.000,56,13,Imóvel,ITU,2024,01,Dívida Corrente,1792.08,0.0,0.0,1792.08,0,8
105.427.0354.000,56,14,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.427.0354.000,56,14,Imóvel,ITU,2024,01,Dívida Corrente,1792.08,0.0,0.0,1792.08,0,8
105.427.0374.000,56,15,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.427.0374.000,56,15,Imóvel,ITU,2024,01,Dívida Corrente,1792.08,0.0,0.0,1792.08,0,8
105.427.0420.000,56,16,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.427.0420.000,56,16,Imóvel,ITU,2024,01,Dívida Corrente,2876.32,0.0,0.0,2876.32,0,8
105.428.0040.000,--,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.428.0040.000,--,--,Imóvel,ITU,2024,01,Dívida Corrente,36836.16,0.0,0.0,36836.16,0,8
105.428.0040.000,--,--,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.428.0040.000,--,--,Imóvel,ITU - DA,2022,01,Dívida Ativa,36836.16,6262.15,7367.23,50465.54,1,0
105.428.0040.000,--,--,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.428.0040.000,--,--,Imóvel,ITU - DA,2023,01,Dívida Ativa,36836.16,3315.25,7367.23,47518.64,1,0
105.429.0040.000,--,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.429.0040.000,--,--,Imóvel,ITU,2024,01,Dívida Corrente,26311.52,0.0,0.0,26311.52,0,8
105.429.0040.000,--,--,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.429.0040.000,--,--,Imóvel,ITU - DA,2022,01,Dívida Ativa,26311.54,4472.96,5262.31,36046.81,1,0
105.429.0040.000,--,--,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.429.0040.000,--,--,Imóvel,ITU - DA,2023,01,Dívida Ativa,26311.54,2368.04,5262.31,33941.89,1,0
105.430.0040.000,--,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.430.0040.000,--,--,Imóvel,ITU,2024,01,Dívida Corrente,36836.16,0.0,0.0,36836.16,0,8
105.430.0040.000,--,--,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.430.0040.000,--,--,Imóvel,ITU - DA,2022,01,Dívida Ativa,36836.16,6262.15,7367.23,50465.54,1,0
105.430.0040.000,--,--,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.430.0040.000,--,--,Imóvel,ITU - DA,2023,01,Dívida Ativa,36836.16,3315.25,7367.23,47518.64,1,0
105.431.0040.000,--,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.431.0040.000,--,--,Imóvel,ITU,2024,01,Dívida Corrente,36836.16,0.0,0.0,36836.16,0,8
105.431.0040.000,--,--,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.431.0040.000,--,--,Imóvel,ITU - DA,2022,01,Dívida Ativa,36836.16,6262.15,7367.23,50465.54,1,0
105.431.0040.000,--,--,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.431.0040.000,--,--,Imóvel,ITU - DA,2023,01,Dívida Ativa,36836.16,3315.25,7367.23,47518.64,1,0
105.432.0109.000,--,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.432.0109.000,--,--,Imóvel,ITU,2024,01,Dívida Corrente,88323.6,0.0,0.0,88323.6,0,8
105.432.0109.000,--,--,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.432.0109.000,--,--,Imóvel,ITU - DA,2022,01,Dívida Ativa,88323.59,15015.01,17664.72,121003.32,1,0
105.432.0109.000,--,--,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.432.0109.000,--,--,Imóvel,ITU - DA,2023,01,Dívida Ativa,88323.59,7949.12,17664.72,113937.43,1,0
105.433.0073.000,--,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.433.0073.000,--,--,Imóvel,ITU,2024,01,Dívida Corrente,137864.96,0.0,0.0,137864.96,0,8
105.433.0073.000,--,--,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.433.0073.000,--,--,Imóvel,ITU - DA,2022,01,Dívida Ativa,137864.96,23437.04,27572.99,188874.99,1,0
105.433.0073.000,--,--,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.433.0073.000,--,--,Imóvel,ITU - DA,2023,01,Dívida Ativa,137864.97,12407.85,27572.99,177845.81,1,0
105.434.0030.000,--,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.434.0030.000,--,--,Imóvel,ITU,2024,01,Dívida Corrente,27366.16,0.0,0.0,27366.16,0,8
105.434.0030.000,--,--,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.434.0030.000,--,--,Imóvel,ITU - DA,2022,01,Dívida Ativa,27366.12,4652.24,5473.22,37491.58,1,0
105.434.0030.000,--,--,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.434.0030.000,--,--,Imóvel,ITU - DA,2023,01,Dívida Ativa,27366.11,2462.95,5473.22,35302.28,1,0
105.435.0040.000,--,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.435.0040.000,--,--,Imóvel,ITU,2024,01,Dívida Corrente,10844.64,0.0,0.0,10844.64,0,8
105.435.0040.000,--,--,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.435.0040.000,--,--,Imóvel,ITU - DA,2022,01,Dívida Ativa,10844.65,1843.59,2168.93,14857.17,1,0
105.435.0040.000,--,--,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.435.0040.000,--,--,Imóvel,ITU - DA,2023,01,Dívida Ativa,10844.66,976.02,2168.93,13989.61,1,0
105.435.0205.000,--,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.435.0205.000,--,--,Imóvel,ITU,2024,01,Dívida Corrente,60491.28,0.0,0.0,60491.28,0,8
105.435.0205.000,--,--,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.435.0205.000,--,--,Imóvel,ITU - DA,2022,01,Dívida Ativa,60491.28,10283.52,12098.26,82873.06,1,0
105.435.0205.000,--,--,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.435.0205.000,--,--,Imóvel,ITU - DA,2023,01,Dívida Ativa,60491.29,5444.22,12098.26,78033.77,1,0
105.435.0399.000,--,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.435.0399.000,--,--,Imóvel,ITU,2024,01,Dívida Corrente,37184.8,0.0,0.0,37184.8,0,8
105.435.0399.000,--,--,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,4.32,5.08,34.82,1,0
105.435.0399.000,--,--,Imóvel,ITU - DA,2022,01,Dívida Ativa,37184.8,6321.42,7436.96,50943.18,1,0
105.435.0399.000,--,--,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
105.435.0399.000,--,--,Imóvel,ITU - DA,2023,01,Dívida Ativa,37184.8,3346.63,7436.96,47968.39,1,0
105.435.0505.000,--,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.435.0505.000,--,--,Imóvel,ITU,2024,01,Dívida Corrente,32740.08,0.0,0.0,32740.08,0,8
105.436.0700.000,--,--,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
105.436.0700.000,--,--,Imóvel,ITU,2024,01,Dívida Corrente,254746.0,0.0,0.0,254746.0,0,8
106.027.0012.000,02,01,Imóvel,Capinação e Roç,2023,12,Dívida Corrente,286.24,0.0,0.0,286.24,0,1
106.027.0012.000,02,01,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
106.027.0012.000,02,01,Imóvel,ITU,2024,01,Dívida Corrente,2646.16,0.0,0.0,2646.16,0,8
106.027.0012.000,02,01,Imóvel,Capin. RoçaD.A,2022,07,Dívida Ativa,282.12,33.85,56.42,372.39,1,0
106.027.0012.000,02,01,Imóvel,Capin. RoçaD.A,2023,05,Dívida Ativa,299.75,17.99,59.95,377.69,1,0
106.027.0012.000,02,01,Imóvel,Capin. RoçaD.A,2023,02,Dívida Ativa,299.75,20.98,59.95,380.68,1,0
106.027.0096.000,02,08,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
106.027.0096.000,02,08,Imóvel,ITU,2024,01,Dívida Corrente,1571.6,0.0,0.0,1571.6,0,8
106.027.0108.000,02,09,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
106.027.0108.000,02,09,Imóvel,ITU,2024,01,Dívida Corrente,1571.6,0.0,0.0,1571.6,0,8
106.027.0407.000,02,27,Imóvel,Capinação e Roç,2023,12,Dívida Corrente,294.47,0.0,0.0,294.47,0,1
106.027.0407.000,02,27,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
106.027.0407.000,02,27,Imóvel,ITU,2024,01,Dívida Corrente,1960.0,0.0,0.0,1960.0,0,8
106.027.0407.000,02,27,Imóvel,Capin. RoçaD.A,2022,07,Dívida Ativa,290.23,34.83,58.05,383.11,1,0
106.027.0407.000,02,27,Imóvel,Capin. RoçaD.A,2023,02,Dívida Ativa,308.37,21.59,61.67,391.63,1,0
106.027.0407.000,02,27,Imóvel,Capin. RoçaD.A,2023,05,Dívida Ativa,308.37,18.5,61.67,388.54,1,0
106.029.0109.000,04,25,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
106.029.0109.000,04,25,Imóvel,ITU,2024,01,Dívida Corrente,1571.6,0.0,0.0,1571.6,0,8
106.029.0109.000,04,25,Imóvel,Capin. RoçaD.A,2022,07,Dívida Ativa,201.06,24.13,40.21,265.4,1,0
106.029.0109.000,04,25,Imóvel,Capin. RoçaD.A,2022,10,Dívida Ativa,201.06,24.13,40.21,265.4,1,0
106.029.0109.000,04,25,Imóvel,Capin. RoçaD.A,2023,02,Dívida Ativa,213.63,14.95,42.73,271.31,1,0
106.029.0193.000,04,01,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
106.029.0193.000,04,01,Imóvel,ITU,2024,01,Dívida Corrente,2219.04,0.0,0.0,2219.04,0,8
106.029.0205.000,04,02,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
106.029.0205.000,04,02,Imóvel,ITU,2024,01,Dívida Corrente,1686.8,0.0,0.0,1686.8,0,8
106.029.0244.000,04,03,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
106.029.0244.000,04,03,Imóvel,ITU,2024,01,Dívida Corrente,2527.12,0.0,0.0,2527.12,0,8
106.029.0244.000,04,03,Imóvel,Capin. RoçaD.A,2022,07,Dívida Ativa,269.42,32.33,53.88,355.63,1,0
106.029.0244.000,04,03,Imóvel,Capin. RoçaD.A,2022,10,Dívida Ativa,269.42,32.33,53.88,355.63,1,0
106.029.0244.000,04,03,Imóvel,Capin. RoçaD.A,2023,08,Dívida Ativa,286.26,11.45,22.9,320.61,1,0
106.029.0244.000,04,03,Imóvel,Capin. RoçaD.A,2023,02,Dívida Ativa,286.26,20.04,57.25,363.55,1,0
106.029.0256.000,04,04,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
