Origem,Inscrição,Endereço,Matrícula,Dívidas
Imóvel,106.029.0256.000,"Rua FC-07         0 QD.04  LT.04 RESIDENCIAL FLOR DO CERRADO 1ª e 2ª ETAPA, Qt.Qd.Lt.SubLt. 04 04",106.029.0256.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '02', 'Tributo': 'Capinação e Roç', 'Valor Atual': 204.68, 'Juros': 12.28, 'Multa': 40.94, 'Total': '257.90', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '08', 'Tributo': 'Capinação e Roç', 'Valor Atual': 204.68, 'Juros': 6.14, 'Multa': 16.37, 'Total': '227.19', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '07', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 192.64, 'Juros': 21.19, 'Multa': 38.53, 'Total': '252.36', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 737.45}]"
Imóvel,106.030.0393.000,"Rua FC-07         0 QD.05 LT. 26 RESIDENCIAL FLOR DO CERRADO 1ª e 2ª ETAPA, Qt.Qd.Lt.SubLt. 05 26",106.030.0393.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 1791.76, 'Juros': 80.64, 'Multa': 210.53, 'Total': '2082.93', 'Vencidas': 8, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '02', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 244.95, 'Juros': 124.92, 'Multa': 48.99, 'Total': '418.86', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 29.61, 'Juros': 9.18, 'Multa': 5.92, 'Total': '44.71', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 1614.2, 'Juros': 500.4, 'Multa': 322.84, 'Total': '2437.44', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 24.27, 'Juros': 4.85, 'Multa': 4.85, 'Total': '33.97', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 1791.78, 'Juros': 358.36, 'Multa': 358.36, 'Total': '2508.50', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '10', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 1318.76, 'Juros': 617.43, 'Multa': 225.56, 'Total': '2161.75', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 9722.1}]"
Imóvel,106.054.0334.000,"Rua FC-15          S/N QD: 29 LT: 24 RESIDENCIAL FLOR DO CERRADO 1ª e 2ª ETAPA, Qt.Qd.Lt.SubLt. 29 24",106.054.0334.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 622.2, 'Juros': 40.44, 'Multa': 105.77, 'Total': '768.41', 'Vencidas': 4, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 65.23, 'Juros': 5.22, 'Multa': 13.05, 'Total': '83.50', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 603.59, 'Juros': 187.11, 'Multa': 120.72, 'Total': '911.42', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 76.28, 'Juros': 23.64, 'Multa': 15.25, 'Total': '115.17', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 622.18, 'Juros': 124.44, 'Multa': 124.44, 'Total': '871.06', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 69.08, 'Juros': 13.81, 'Multa': 13.81, 'Total': '96.70', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 2846.2599999999998}]"
Imóvel,107.488.0366.000,"Rua RA 02         0 QD. 04 LT. 21A RESIDENCIAL ARAGUAIA, Qt.Qd.Lt.SubLt. 04 21A",107.488.0366.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 178.88, 'Juros': 14.31, 'Multa': 35.78, 'Total': '228.97', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '09', 'Tributo': 'Parcelam/Div/Aj', 'Valor Atual': 156.16, 'Juros': 0.0, 'Multa': 0.0, 'Total': '156.16', 'Vencidas': 0, 'A Vencer': 1}, {'Ano': '2023', 'Mês': '09', 'Tributo': 'Parcelamento DA', 'Valor Atual': 134.77, 'Juros': 0.0, 'Multa': 0.0, 'Total': '134.77', 'Vencidas': 0, 'A Vencer': 1}], 'Total Origem': 519.9}]"
Imóvel,107.488.0390.002,"Rua RA 02          -777 QD. 04 LT. 21C RESIDENCIAL ARAGUAIA, Qt.Qd.Lt.SubLt. 04 21C",107.488.0390.002,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 253.46, 'Juros': 20.28, 'Multa': 50.69, 'Total': '324.43', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 40.32, 'Juros': 3.23, 'Multa': 8.06, 'Total': '51.61', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 376.04}]"
Imóvel,107.533.0338.001,"Rua MOGNO 0 QD.31 LT.30 JARDIM DOS IPES, Qt.Qd.Lt.SubLt. 31 30",107.533.0338.001,"[{'Situação': 'Dívida Ativa', 'Divida': [{'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 205.0, 'Juros': 41.0, 'Multa': 41.0, 'Total': '287.00', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 50.67, 'Juros': 10.14, 'Multa': 10.14, 'Total': '70.95', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 357.95}]"
Imóvel,107.533.0338.002,"Rua MOGNO 0 QD.31 LT.30 JARDIM DOS IPES, Qt.Qd.Lt.SubLt. 31 30",107.533.0338.002,"[{'Situação': 'Dívida Ativa', 'Divida': [{'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 233.09, 'Juros': 46.62, 'Multa': 46.62, 'Total': '326.33', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 54.31, 'Juros': 10.86, 'Multa': 10.86, 'Total': '76.03', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 402.36}]"
Imóvel,107.539.0331.000,"Rua ACACIA          S/N QD: 37 LT: 5-C JARDIM DOS IPES, Qt.Qd.Lt.SubLt. 37 5-C",107.539.0331.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 259.19, 'Juros': 20.74, 'Multa': 51.84, 'Total': '331.77', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 61.6, 'Juros': 4.93, 'Multa': 12.32, 'Total': '78.85', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2016', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 111.74, 'Juros': 102.8, 'Multa': 22.35, 'Total': '236.89', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2017', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 249.83, 'Juros': 199.87, 'Multa': 49.97, 'Total': '499.67', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2017', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 197.78, 'Juros': 158.22, 'Multa': 39.56, 'Total': '395.56', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 249.84, 'Juros': 169.89, 'Multa': 49.97, 'Total': '469.70', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 97.23, 'Juros': 66.12, 'Multa': 19.45, 'Total': '182.80', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 249.83, 'Juros': 77.45, 'Multa': 49.97, 'Total': '377.25', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 72.03, 'Juros': 22.33, 'Multa': 14.41, 'Total': '108.77', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 259.19, 'Juros': 51.84, 'Multa': 51.84, 'Total': '362.87', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 65.23, 'Juros': 13.05, 'Multa': 13.05, 'Total': '91.33', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 249.84, 'Juros': 139.91, 'Multa': 49.97, 'Total': '439.72', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 75.79, 'Juros': 42.44, 'Multa': 15.16, 'Total': '133.39', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 249.83, 'Juros': 109.93, 'Multa': 49.97, 'Total': '409.73', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 76.15, 'Juros': 33.51, 'Multa': 15.23, 'Total': '124.89', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 4243.1900000000005}]"
Imóvel,107.539.0345.000,"Rua ARAUCARIA         0 QD. 37 LT. 05B JARDIM DOS IPES, Qt.Qd.Lt.SubLt. 37 05B",107.539.0345.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 377.72, 'Juros': 28.33, 'Multa': 75.54, 'Total': '481.59', 'Vencidas': 2, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 29.61, 'Juros': 9.18, 'Multa': 5.92, 'Total': '44.71', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 340.28, 'Juros': 105.49, 'Multa': 68.06, 'Total': '513.83', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 24.27, 'Juros': 4.85, 'Multa': 4.85, 'Total': '33.97', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 377.71, 'Juros': 75.54, 'Multa': 75.54, 'Total': '528.79', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 1636.8300000000002}]"
Imóvel,107.548.0027.000,"Rua ACACIA         0 QD. 45, LT. 15 JARDIM DOS IPES, Qt.Qd.Lt.SubLt. 45 15",107.548.0027.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 273.46, 'Juros': 20.51, 'Multa': 54.7, 'Total': '348.67', 'Vencidas': 2, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 51.1, 'Juros': 4.09, 'Multa': 10.22, 'Total': '65.41', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 262.32, 'Juros': 81.32, 'Multa': 52.46, 'Total': '396.10', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 59.75, 'Juros': 18.52, 'Multa': 11.95, 'Total': '90.22', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 273.45, 'Juros': 54.69, 'Multa': 54.69, 'Total': '382.83', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '03', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 499.73, 'Juros': 350.98, 'Multa': 78.92, 'Total': '929.63', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '03', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 390.41, 'Juros': 181.05, 'Multa': 66.77, 'Total': '638.23', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 54.11, 'Juros': 10.82, 'Multa': 10.82, 'Total': '75.75', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 2926.84}]"
Imóvel,107.548.0063.001,"Avenida RAIMUNDO CARLOS SILVA 0 QD.45, LT.18 JARDIM DOS IPES, Qt.Qd.Lt.SubLt. 45 18",107.548.0063.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 939.26, 'Juros': 46.96, 'Multa': 123.44, 'Total': '1109.66', 'Vencidas': 7, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 156.76, 'Juros': 12.54, 'Multa': 31.35, 'Total': '200.65', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 288.65, 'Juros': 89.48, 'Multa': 57.73, 'Total': '435.86', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 98.23, 'Juros': 30.45, 'Multa': 19.65, 'Total': '148.33', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 939.24, 'Juros': 187.85, 'Multa': 187.85, 'Total': '1314.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 166.01, 'Juros': 33.2, 'Multa': 33.2, 'Total': '232.41', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 3441.85}]"
Imóvel,107.548.0077.001,"Avenida RAIMUNDO CARLOS SILVA 0 QD. 45, LT. 19 JARDIM DOS IPES, Qt.Qd.Lt.SubLt. 45 19",107.548.0077.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 800.16, 'Juros': 44.01, 'Multa': 112.02, 'Total': '956.19', 'Vencidas': 6, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 164.23, 'Juros': 13.14, 'Multa': 32.85, 'Total': '210.22', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 320.85, 'Juros': 141.17, 'Multa': 64.17, 'Total': '526.19', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 90.0, 'Juros': 39.6, 'Multa': 18.0, 'Total': '147.60', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 666.79, 'Juros': 126.69, 'Multa': 133.36, 'Total': '926.84', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 2767.04}]"
Imóvel,107.548.0109.000,"Avenida RAIMUNDO CARLOS SILVA         0 QD. 45, LT. 21 JARDIM DOS IPES, Qt.Qd.Lt.SubLt. 45 21",107.548.0109.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 193.19, 'Juros': 15.46, 'Multa': 38.64, 'Total': '247.29', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 69.3, 'Juros': 5.54, 'Multa': 13.86, 'Total': '88.70', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 335.99}]"
Imóvel,107.548.0157.001,"Avenida RAIMUNDO CARLOS SILVA 0 QD. 45, LT. 02 JARDIM DOS IPES, Qt.Qd.Lt.SubLt. 45 02",107.548.0157.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 578.72, 'Juros': 37.61, 'Multa': 98.39, 'Total': '714.72', 'Vencidas': 4, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 139.82, 'Juros': 11.19, 'Multa': 27.97, 'Total': '178.98', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 578.72, 'Juros': 115.74, 'Multa': 115.74, 'Total': '810.20', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 640.44, 'Juros': 372.02, 'Multa': 109.54, 'Total': '1122.00', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 148.07, 'Juros': 29.61, 'Multa': 29.61, 'Total': '207.29', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 3033.19}]"
Imóvel,107.548.0470.000,"Rua RA 26         0 QD. 45, LT. 12 JARDIM DOS IPES, Qt.Qd.Lt.SubLt. 45 12",107.548.0470.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 343.6, 'Juros': 25.77, 'Multa': 68.72, 'Total': '438.09', 'Vencidas': 2, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 63.7, 'Juros': 5.1, 'Multa': 12.74, 'Total': '81.54', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 332.47, 'Juros': 226.08, 'Multa': 66.49, 'Total': '625.04', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 100.55, 'Juros': 68.37, 'Multa': 20.11, 'Total': '189.03', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 332.46, 'Juros': 186.18, 'Multa': 66.49, 'Total': '585.13', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 78.37, 'Juros': 43.89, 'Multa': 15.67, 'Total': '137.93', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 332.47, 'Juros': 146.29, 'Multa': 66.49, 'Total': '545.25', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 78.75, 'Juros': 34.65, 'Multa': 15.75, 'Total': '129.15', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 332.47, 'Juros': 103.07, 'Multa': 66.49, 'Total': '502.03', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 74.49, 'Juros': 23.09, 'Multa': 14.9, 'Total': '112.48', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 343.6, 'Juros': 68.72, 'Multa': 68.72, 'Total': '481.04', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 67.46, 'Juros': 13.49, 'Multa': 13.49, 'Total': '94.44', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 3921.1499999999996}]"
Imóvel,107.552.0235.001,"Avenida PERIMETRAL 0 ANT.AREA PUBL. PARQUE RESIDENCIAL DAS FLORES, Qt.Qd.Lt.SubLt. 30A 04",107.552.0235.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 396.99, 'Juros': 27.79, 'Multa': 79.41, 'Total': '504.19', 'Vencidas': 3, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 186.57, 'Juros': 14.93, 'Multa': 37.31, 'Total': '238.81', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 743.0}]"
Imóvel,107.587.0020.001,"Rua FLAMBOYANT 0 QD. 02 LT. 07 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 02 07",107.587.0020.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 2676.4, 'Juros': 120.44, 'Multa': 314.46, 'Total': '3111.30', 'Vencidas': 8, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 454.47, 'Juros': 31.81, 'Multa': 90.9, 'Total': '577.18', 'Vencidas': 3, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 1410.55, 'Juros': 437.27, 'Multa': 282.11, 'Total': '2129.93', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 215.28, 'Juros': 66.74, 'Multa': 43.06, 'Total': '325.08', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 2676.37, 'Juros': 535.27, 'Multa': 535.27, 'Total': '3746.91', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 481.27, 'Juros': 96.25, 'Multa': 96.25, 'Total': '673.77', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2016', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 1410.55, 'Juros': 1297.71, 'Multa': 282.11, 'Total': '2990.37', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2016', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 333.96, 'Juros': 307.25, 'Multa': 66.79, 'Total': '708.00', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2017', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 1410.55, 'Juros': 1128.44, 'Multa': 282.11, 'Total': '2821.10', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2017', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 591.08, 'Juros': 472.87, 'Multa': 118.22, 'Total': '1182.17', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 528.96, 'Juros': 333.24, 'Multa': 105.79, 'Total': '967.99', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 1410.55, 'Juros': 789.91, 'Multa': 282.11, 'Total': '2482.57', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 226.49, 'Juros': 126.84, 'Multa': 45.3, 'Total': '398.63', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 1410.55, 'Juros': 620.64, 'Multa': 282.11, 'Total': '2313.30', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 227.59, 'Juros': 100.14, 'Multa': 45.52, 'Total': '373.25', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 24801.55}]"
Imóvel,107.587.0062.000,"Rua FLAMBOYANT         0 QD. 02 LT. 06 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 02 06",107.587.0062.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 1356.88, 'Juros': 61.06, 'Multa': 159.43, 'Total': '1577.37', 'Vencidas': 8, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 29.61, 'Juros': 9.18, 'Multa': 5.92, 'Total': '44.71', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 1222.4, 'Juros': 378.94, 'Multa': 244.48, 'Total': '1845.82', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 24.27, 'Juros': 4.85, 'Multa': 4.85, 'Total': '33.97', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 1356.86, 'Juros': 271.37, 'Multa': 271.37, 'Total': '1899.60', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 32.47, 'Juros': 14.29, 'Multa': 6.49, 'Total': '53.25', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 1222.41, 'Juros': 537.86, 'Multa': 244.48, 'Total': '2004.75', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 7493.41}]"
